bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberofPages	Published	Characters	Setting	Url
Their Eyes Were Watching God	NaN	Zora Neale Hurston	3.94	267033	13754	Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person -- no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.	219	May 30th 2006	Eleanor, Sam Watson, Shelby, Janie Starks, Pheoby Watson, Nanny, Leafy, Johnny Taylor, Logan Killicks, Jody Starks, Tea Cake, Pearl Stone, Mrs. Sumpkins, Lulu Moss, Mis' Washburn, Mr. Washburn, Miss Nellie, Mayrella	Florida, Everglades, Florida	"/book/show/37415.Their_Eyes_Were_Watching_God
"
The Three Musketeers	(The D'Artagnan Romances #1)	Alexandre Dumas	4.07	275178	6840	Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.	625	February 13th 2001	D'Artagnan, Athos, Porthos, Aramis, Cardinal Richelieu, King Louis XIII, Anne of Austria, Milady de Winter, George Villiers, 1st Duke of Buckingham, Monsieur de Treville	Paris, La Rochelle, France	"/book/show/7190.The_Three_Musketeers
"
The Wonderful Wizard of Oz	(Oz #1)	L. Frank Baum	3.98	372553	12805	When Dorothy and her little dog Toto are caught in a tornado, they and their Kansas farmhouse are suddenly transported to Oz, where Munchkins live, monkeys fly and Wicked Witches rule. Desperate to return home, and with the Wicked Witch of the West on their trail, Dorothy and Toto - together with new friends the Tin Woodsman, Scarecrow and cowardly Lion - embark on a fantastic quest along the Yellow Brick Road in search of the Emerald City. There they hope to meet the legendary, all-powerful Wizard of Oz, who alone may hold the power to grant their every wish.Just as captivating as it was a hundred years ago, this is a story that all ages will love.	154	1995 by Penguin	Uncle Henry, Dorothy Gale, Tin Woodman, Scarecrow, Cowardly Lion, Wicked Witch of the West, Wizard of Oz, Toto, Aunt Em, Good Witch of the North, Wicked Witch of the East, Boq, Stork, Queen of the Field Mice, Guardian of the Gates, Soldier with the Green Whiskers, Jellia Jamb, Gayelette, Quelala, Glinda, Munchkins, Kalidahs, Winged Monkeys, Winkies, Hammer-Heads, Uncle Henry, Dorothy Gale, Tin Woodman, Scarecrow, Cowardly Lion, Wicked Witch of the West, Wizard of Oz, Toto, Aunt Em, Good Wi	Oz, Kansas	"/book/show/236093.The_Wonderful_Wizard_of_Oz
"
Frostbite	(Vampire Academy #2)	Richelle Mead	4.27	312096	11361	WHEN LOVE AND JEALOUSY COLLIDE ON THE SLOPES, WINTER BREAK TURNS DEADLY...Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.Rose has serious guy trouble. Her gorgeous tutor, Dimitri, has his eye on someone else, her friend Mason has a huge crush on her, and she keeps getting stuck in her best friend Lissa's head while she's making out with her boyfriend, Christian.Then a nearby Strigoi attack puts St. Vladimir's on high alert, and the Academy whisks its students away on a mandatory holiday ski trip. But the glittering winter landscape and posh Idaho resort only provide the illusion of safety. When three students run away to strike back again the deadly Strigoi, Rose must join forces with Christian to rescue them. Only this time, Rose - and her heart - are in more danger than she ever could have imagined...	327	April 10th 2008	"Vasilisa ""Lissa"" Dragomir, Dimitri Belikov, Christian Ozera, Mason Ashford, Adrian Ivashkov, Mia Rinaldi, Janine Hathaway, Natasha Ozera, Rosemarie ""Rose"" Hathaway"	Spokane, Washington, Montana, Idaho	"/book/show/2282133.Frostbite
"
Goodnight Moon	(Over the Moon #2)	Margaret Wise Brown	4.28	307524	5893	"In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one -- the little bunny says goodnight.In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day."	32	January 23rd 2007	NaN	NaN	"/book/show/32929.Goodnight_Moon
"
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch	NaN	Terry Pratchett	4.24	547967	27731	‘Armageddon only happens once, you know. They don’t let you go around again until you get it right.’People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. But what if, for once, the predictions are right, and the apocalypse really is due to arrive next Saturday, just after tea?You could spend the time left drowning your sorrows, giving away all your possessions in preparation for the rapture, or laughing it off as (hopefully) just another hoax. Or you could just try to do something about it.It’s a predicament that Aziraphale, a somewhat fussy angel, and Crowley, a fast-living demon now finds themselves in. They’ve been living amongst Earth’s mortals since The Beginning and, truth be told, have grown rather fond of the lifestyle and, in all honesty, are not actually looking forward to the coming Apocalypse.And then there’s the small matter that someone appears to have misplaced the Antichrist…	491	November 28th 2006	Aziraphale, Adam Young, Anathema Device, Newt Pulsifer, Shadwell, Madame Tracy, DEATH, Crowley (Good Omens), Pippin Galadriel Moonchild (The Them), Brian (The Them), Wensleydale (The Them), Famine, Pollution, War	London, England, Lower Tadfield, England	"/book/show/12067.Good_Omens
"
The Lorax	NaN	Dr. Seuss	4.34	285057	4124	"""UNLESS someone like you...cares a whole awful lot...nothing is going to get better...It's not."" Long before saving the earth became a global concern, Dr. Seuss, speaking through his character the Lorax, warned against mindless progress and the danger it posed to the earth's natural beauty. His classic cautionary tale is now available in an irresistible mini-edition, perfect for backpack or briefcase, for Arbor Day, Earth Day, and every day."	72	February 24th 1998	Lorax, Swomee-Swans, Brown Bar-ba-loots, Humming-Fishes	NaN	"/book/show/7784.The_Lorax
"
The Fellowship of the Ring	(The Lord of the Rings #1)	J.R.R. Tolkien	4.36	2366505	22965	Alternate Cover Edition ISBN 0618260269 (copyright page ISBN is 0618346252 - different from back cover)One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.--back cover	398	September 5th 2003	Frodo Baggins, Meriadoc Brandybuck, Peregrin Took, Gandalf, Aragorn, Gimli, Boromir, Bilbo Baggins, Tom Bombadil, Rúmil, Saruman, Elrond Half-elven, Arwen Undómiel, Galadriel, Gollum, Goldberry, Legolas, Sam Gamgee	Middle-earth	"/book/show/34.The_Fellowship_of_the_Ring
"
Blood Promise	(Vampire Academy #4)	Richelle Mead	4.32	278558	9840	Bound by love, but sworn to kill...The world thought Dimitri was dead. And to a certain extent, he was. But I hadn't been able to forget a conversation he and I had once had. We'd both agreed that we'd rather be dead - truly dead - than walk the world as Strigoi. It was time to honor our words.Guardian Rose Hathaway's life will never be the same. The recent attack on St. Vladimir's Academy devastated the entire Moroi world. Many are dead. And, for the few victims carried off by Strigoi, their fates are even worse. A rare tattoo now adorns Rose's neck; a mark that says she's killed far too many Strigoi to count.But only one victim matters... Dimitri Belikov. Rose must now choose one of two very different paths: honoring her life's vow to protect Lissa—her best friend and the last surviving Dragomir princess—or, dropping out of the Academy to strike out on her own and hunt down the man she loves. She'll have to go to the ends of the earth to find Dimitri and keep the promise he begged her to make. But the question is, when the time comes, will he want to be saved?Now, with everything at stake—and worlds away from St. Vladimir's and her unguarded, vulnerable, and newly rebellious best friend—can Rose find the strength to destroy Dimitri? Or, will she sacrifice herself for a chance at eternal love?Readers who fell in love with Rose, Lissa, and Dimitri won't want to miss Blood Promise, the much-anticipated, epic fourth novel in Richelle Mead's enthralling Vampire Academy series.	503	August 25th 2009	"Sydney Sage, Vasilisa ""Lissa"" Dragomir, Dimitri Belikov, Christian Ozera, Adrian Ivashkov, Mia Rinaldi, Janine Hathaway, Avery Lazar, Jillian Mastrano, Abe Mazur, Rosemarie ""Rose"" Hathaway, Olena Belikov"	Montana, Baia (Russia)	"/book/show/5996153-blood-promise
"
Tess of the D'Urbervilles	NaN	Thomas Hardy	3.80	239141	8750	Alternate cover edition of ISBN 9780141439594.When Tess Durbeyfield is driven by family poverty to claim kinship with the wealthy D'Urbervilles and seek a portion of their family fortune, meeting her 'cousin' Alec proves to be her downfall. A very different man, Angel Clare, seems to offer her love and salvation, but Tess must choose whether to reveal her past or remain silent in the hope of a peaceful future.	518	January 30th 2003	Tess Durbeyfield, Alec D'Urberville, Angel Clare	United Kingdom	"/book/show/32261.Tess_of_the_D_Urbervilles
"
Heart of Darkness	NaN	Joseph Conrad	3.43	417187	13696	Heart of Darkness, a novel by Joseph Conrad, was originally a three-part series in Blackwood's Magazine in 1899. It is a story within a story, following a character named Charlie Marlow, who recounts his adventure to a group of men onboard an anchored ship. The story told is of his early life as a ferry boat captain. Although his job was to transport ivory downriver, Charlie develops an interest in investing an ivory procurement agent, Kurtz, who is employed by the government. Preceded by his reputation as a brilliant emissary of progress, Kurtz has now established himself as a god among the natives in “one of the darkest places on earth.” Marlow suspects something else of Kurtz: he has gone mad.A reflection on corruptive European colonialism and a journey into the nightmare psyche of one of the corrupted, Heart of Darkness is considered one of the most influential works ever written.	188	October 1st 2003	Charles Marlow, Kurtz	Africa, Belgian Congo, Brussels, Congo Free State	"/book/show/4900.Heart_of_Darkness
"
The Good Earth	(House of Earth #1)	Pearl S. Buck	3.99	223926	9948	This tells the poignant tale of a Chinese farmer and his family in old agrarian China. The humble Wang Lung glories in the soil he works, nurturing the land as it nurtures him and his family. Nearby, the nobles of the House of Hwang consider themselves above the land and its workers; but they will soon meet their own downfall.Hard times come upon Wang Lung and his family when flood and drought force them to seek work in the city. The working people riot, breaking into the homes of the rich and forcing them to flee. When Wang Lung shows mercy to one noble and is rewarded, he begins to rise in the world, even as the House of Hwang falls.	418	March 4th 2009	Wang Lung, O-lan	China	"/book/show/1078.The_Good_Earth
"
Clockwork Princess	(The Infernal Devices #3)	Cassandra Clare	4.57	341359	30341	Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. For though Tessa and Jem are now engaged, Will is as much in love with her as ever.As those who love Tessa rally to rescue her from Mortmain’s clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?Danger and betrayal, secrets and enchantment, and the tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy.	567	September 5th 2013	"Theresa ""Tessa"" Gray, Magnus Bane, William Herondale, James ""Jem"" Carstairs, Henry Branwell, Charlotte Branwell, Gideon Lightwood, Gabriel Lightwood, Sophie Collins, Cecily Herondale"	York, Yorkshire, England, London, England	"/book/show/18335634-clockwork-princess
"
The Battle of the Labyrinth	(Percy Jackson and the Olympians #4)	Rick Riordan	4.39	747799	19516	Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse.In this fourth installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronos's army prepares to invade its once impenetrable borders. To stop the invasion, Percy and his demigod friends must set out on a quest through the Labyrinth - a sprawling underground world with stunning surprises at every turn.	361	March 6th 2008	Nico di Angelo, Tyson, Annabeth Chase, Grover Underwood, Hera, Daedalus, Rachel Elizabeth Dare, Percy Jackson	United States of America	"/book/show/2120932.The_Battle_of_the_Labyrinth
"
A Midsummer Night's Dream	NaN	William Shakespeare	3.95	444074	8151	Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny.	240	July 2016 by	Demetrius, Hermia, Lysander (Shakespeare), Theseus (mythology), Puck, Peaseblossom, Moth, Cobweb, Mustardseed, Oberon, Titania, Egeus, Philostrate, Peter Quince, Snug, Nick Bottom, Francis Flute, Tom Snout, Robin Starveling, Hippolyta, Hermia (Shakespeare), Helena (Shakespeare)	Atenas	"/book/show/1622.A_Midsummer_Night_s_Dream
"
The Prophet	NaN	Kahlil Gibran	4.22	236583	9672	Kahlil Gibran’s masterpiece, The Prophet, is one of the most beloved classics of our time. Published in 1923, it has been translated into more than twenty languages, and the American editions alone have sold more than nine million copies.The Prophet is a collection of poetic essays that are philosophical, spiritual, and, above all, inspirational. Gibran’s musings are divided into twenty-eight chapters covering such sprawling topics as love, marriage, children, giving, eating and drinking, work, joy and sorrow, housing, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death.	127	January 1st 2010	Al Mustafa, Al Mitra	Orphalese	"/book/show/2547.The_Prophet
"
The Mists of Avalon	(Avalon #1)	Marion Zimmer Bradley	4.11	193038	6783	Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....	1009	July 15th 2001	Morgause, Igraine, Viviane, Uther, Gorlois, Morgaine, Gwenhwyfar, Merlin, Kevin, the Bard, Lancelet, Uriens, Accolon, King Arthur	Camelot, Avalon	"/book/show/40605251-the-mists-of-avalon
"
The Titan's Curse	(Percy Jackson and the Olympians #3)	Rick Riordan	4.34	693058	21338	It's not everyday you find yourself in combat with a half-lion, half-human.But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.Oh, and guess what? The Oracle has predicted that not all of us will survive...	320	May 5th 2007	Artemis (Goddess), Nico di Angelo, Thalia Grace, Tyson, Annabeth Chase, Demeter (Goddess), Grover Underwood, Zeus (God), Dionysus (mythology), Ares (god), Athena (Greek goddess), Hera, Atlas, Luke, Poseidon (God), Zöe, Chiron, Mr. Chase, Dr. Thorn, Aphrodite, Bianca di Angelo, Percy Jackson	United States of America	"/book/show/561456.The_Titan_s_Curse
"
The Sea of Monsters	(Percy Jackson and the Olympians #2)	Rick Riordan	4.24	755612	27317	"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come."	279	April 1st 2006	Tyson, Annabeth Chase, Grover Underwood, Luke Castellan, Ares (god), Circe, Blackbeard, Chiron, Hermes, Polyphemus, Clarisse, Percy Jackson	Miami, Florida, Atlantic Ocean, Bermuda Triangle	"/book/show/28186.The_Sea_of_Monsters
"
The Joy Luck Club	NaN	Amy Tan	3.93	599515	9272	Four mothers, four daughters, four families, whose histories shift with the four winds depending on who's telling the stories. In 1949, four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters' futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers' advice is irrelevant to their modern American lives – until their own inner crises reveal how much they've unknowingly inherited of their mothers' pasts. With wit and sensitivity, Amy Tan examines the sometimes painful, often tender, and always deep connection between mothers and daughters. As each woman reveals her secrets, trying to unravel the truth about her life, the strings become more tangled, more entwined. Mothers boast or despair over daughters, and daughters roll their eyes even as they feel the inextricable tightening of their matriarchal ties. Tan is an astute storyteller, enticing readers to immerse themselves into these lives of complexity and mystery.	288	September 21st 2006	Suyuan Woo, June Woo, Lindo Jong, Waverly Jong, An-Mei Hsu, Rose Hsu Jordan, Ying-Ying St. Clair, Lena St. Clair	San Francisco, California, China	"/book/show/7763.The_Joy_Luck_Club
"
Alice in Wonderland	NaN	Jane Carruth	4.02	378554	5371	"
This is an adaptation. For the editions of the original book, see here
.Alice's Adventures in Wonderland (commonly shortened to Alice in Wonderland) is an 1865 novel written by English mathematician Charles Lutwidge Dodgson under the pseudonym Lewis Carroll. It tells of a girl named Alice falling through a rabbit hole into a fantasy world populated by peculiar, anthropomorphic creatures. The tale plays with logic, giving the story lasting popularity with adults as well as with children. It is considered to be one of the best examples of the literary nonsense genre. Its narrative course and structure, characters and imagery have been enormously influential in both popular culture and literature, especially in the fantasy genre."	92	September 7th 2004	The Hatter (Lewis Carroll), The Queen of Hearts (Lewis Carroll), The Cheshire Cat (Lewis Carroll), The White Rabbit (Lewis Carroll), The Caterpillar (Lewis Carroll), Alice (Lewis Carroll), The March Hare (Lewis Carroll)	London, England, Wonderland	"/book/show/13023.Alice_in_Wonderland
"
The Call of the Wild	NaN	Jack London	3.87	343582	11150	First published in 1903, The Call of the Wild is regarded as Jack London's masterpiece. Based on London's experiences as a gold prospector in the Canadian wilderness and his ideas about nature and the struggle for existence, The Call of the Wild is a tale about unbreakable spirit and the fight for survival in the frozen Alaskan Klondike.	172	January 1st 2001	Buck, Spitz, John Thornton, Francois (The Call of the Wild), Perrault (The Call of the Wild)	Alaska, Yukon (aka Yukon Territory), Canada, United States of America	"/book/show/1852.The_Call_of_the_Wild
"
Jonathan Livingston Seagull	NaN	Richard Bach	3.84	203524	8018	This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know there's more to this living than meets the eye: they’ll be right there with Jonathan, flying higher and faster than ever they dreamed.Jonathan Livingston Seagull is no ordinary bird. He believes it is every gull's right to fly, to reach the ultimate freedom of challenge and discovery, finding his greatest reward in teaching younger gulls the joy of flight and the power of dreams. The special 20th anniversary release of this spiritual classic!	112	February 7th 2006	Jonathan Livingston Seagull, Chiang, Fletcher Lynd Seagull	NaN	"/book/show/71728.Jonathan_Livingston_Seagull
"
Madame Bovary	NaN	Gustave Flaubert	3.68	255777	10731	'Oh, why, dear God, did I marry him?'Emma Bovary is beautiful and bored, trapped in her marriage to a mediocre doctor and stifled by the banality of provincial life. An ardent devourer of sentimental novels, she longs for passion and seeks escape in fantasies of high romance, in voracious spending and, eventually, in adultery. But even her affairs bring her disappointment, and when real life continues to fail to live up to her romantic expectations, the consequences are devastating. Flaubert's erotically charged and psychologically acute portrayal of Emma Bovary caused a moral outcry on its publication in 1857. It was deemed so lifelike that many women claimed they were the model for his heroine; but Flaubert insisted: 'Madame Bovary, c'est moi.'This modern translation by Flaubert's biographer, Geoffrey Wall, retains all the delicacy and precision of the French original. The edition also contains a preface by the novelist Michèle Roberts.	329	2004 by Oxford	Emma Bovary, Charles Bovary, Monsieur Homais, Berthe Bovary, Rodolphe Boulanger, Léon Dupuis	Rouen, Yonville-l'Abbaye, Tostes	"/book/show/2175.Madame_Bovary
"
The Phantom Tollbooth	NaN	Norton Juster	4.19	244881	10393	Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .	256	1996 by Random	Tock, Humbug, Milo	NaN	"/book/show/378.The_Phantom_Tollbooth
"
Bridge to Terabithia	NaN	Katherine Paterson	4.01	447714	12514	Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone.That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits.	190	October 6th 2009	Jesse Aarons, Leslie Burke	Virginia, Lark Creek, Virginia, Terabithia	"/book/show/40940121-bridge-to-terabithia
"
The Hunger Games Trilogy Boxset	(The Hunger Games #1-3)	Suzanne Collins	4.48	188559	6886	The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!	1155	August 24th 2010	Katniss Everdeen, Peeta Mellark, Primrose Everdeen, Gale Hawthorne, Haymitch Abernathy, Cinna, Alma Coin, Coriolanus Snow	NaN	"/book/show/7938275-the-hunger-games-trilogy-boxset
"
Oh, the Places You'll Go!	NaN	Dr. Seuss	4.35	330389	5293	"For out-starting upstarts of all ages, here is a wonderfully wise and blessedly brief graduation speech from the one and only Dr. Seuss. In his inimitable, humorous verse and pictures, he addresses the Great Balancing Act (life itself, and the ups and downs it presents) while encouraging us to find the success that lies within us.

And will you succeed?Yes! You will indeed!(98 and ¾ percent guaranteed.)

A modern classic, Oh, the Places You'll Go! was first published one year before Dr. Seuss's death at the age of eighty-seven. In a mere fifty-six pages, Dr, Seuss managed to impart a lifetime of wisdom. It is the perfect send-off for children starting out in the maze of life, be they nursery school grads or newly-minted PhD's. Everyone will find it inspired good fun."	44	January 22nd 1990	NaN	NaN	"/book/show/191139.Oh_the_Places_You_ll_Go_
"
The Maze Runner	(The Maze Runner #1)	James Dashner	4.03	1065265	55885	There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run.	384	October 6th 2009	Chuck, Teresa Agnes, Minho, Alby, Gally, Thomas, Ben, Newt	NaN	"/book/show/6186357-the-maze-runner
"
The Girl Who Played with Fire	(Millennium #2)	Stieg Larsson	4.24	812821	34235	Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the two reporters responsible for the article are murdered, and the fingerprints found on the murder weapon belong to his friend, the troubled genius hacker Lisbeth Salander. Blomkvist, convinced of Salander’s innocence, plunges into an investigation. Meanwhile, Salander herself is drawn into a murderous game of cat and mouse, which forces her to face her dark past.From the Trade Paperback edition.	503	July 28th 2009	Lisbeth Salander, Mikael Blomkvist, Alexander Zalachenko, Jan Bublanski, Sonja Modig, Peter Teleborian, Erika Berger, Ronald Niedermann, Annika Giannini, Dragan Armansky, Gunnar Björck, Harriet Vanger, Holger Palmgren, Nils Bjurman, Miriam Wu	Stockholm	"/book/show/5060378-the-girl-who-played-with-fire
"
Oliver Twist	NaN	Charles Dickens	3.87	320983	7593	A gripping portrayal of London's dark criminal underbelly, published in Penguin Classics with an introduction by Philip Horne.The story of Oliver Twist - orphaned, and set upon by evil and adversity from his first breath - shocked readers when it was published. After running away from the workhouse and pompous beadle Mr Bumble, Oliver finds himself lured into a den of thieves peopled by vivid and memorable characters - the Artful Dodger, vicious burglar Bill Sikes, his dog Bull's Eye, and prostitute Nancy, all watched over by cunning master-thief Fagin. Combining elements of Gothic Romance, the Newgate Novel and popular melodrama, Dickens created an entirely new kind of fiction, scathing in its indictment of a cruel society, and pervaded by an unforgettable sense of threat and mystery.This Penguin Classics edition of Oliver Twist is the first critical edition to faithfully reproduce the text as its earliest readers would have encountered it from its serialisation in Bentley's Miscellany, and includes an introduction by Philip Horne, a glossary of Victorian thieves' slang, a chronology of Dickens's life, a map of contemporary London and all of George Cruikshank's original illustrations.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.	608	2003 by Penguin	Oliver Twist, Artful Dodger, Rose Maylie	London, England	"/book/show/18254.Oliver_Twist
"
The Neverending Story	NaN	Michael Ende	4.16	167930	6642	This epic work of the imagination has captured the hearts of millions of readers worldwide since it was first published more than a decade ago. Its special story within a story is an irresistible invitation for readers to become part of the book itself. And now this modern classic and bibliophile's dream is available in hardcover again.The story begins with a lonely boy named Bastian and the strange book that draws him into the beautiful but doomed world of Fantastica. Only a human can save this enchanted place by giving its ruler, the Childlike Empress, a new name. But the journey to her tower leads through lands of dragons, giants, monsters, and magic and once Bastian begins his quest, he may never return. As he is drawn deeper into Fantastica, he must find the courage to face unspeakable foes and the mysteries of his own heart. Readers, too, can travel to the wondrous, unforgettable world of Fantastica if they will just turn the page...--front flap	396	1997 by Dutton	Bastian Balthazar Bux, Atreyu, Falkor, Karl Konrad Koreander, The Childlike Empress, Xayide, Gmork, Grograman, Morla, The Old Man of Wandering Mountain, Uyulala	Fantastica	"/book/show/27712.The_Neverending_Story
"
